Geneid	gene	Metastatic..N.58.	Normal..N.52.	Tumor..N.491.	BMI1_1_sorted.bam	BMI1_2_sorted.bam	Length	BMI1_1_rpkm	BMI1_2_rpkm	rank1	rank2	gene_name	T_id
ENSG00000277782.1		2.421286	3.560234	3.248289	15	18	389	3.856041131	4.627249357	416	283	 gene_name RP11-775C24.5	 cmp_ref T120652
ENSG00000278834.1		0.8425354	2.4229518	2.1326216	54	60	1419	3.805496829	4.22832981	421	311	 gene_name RP11-458J1.1	 cmp_ref T147195
ENSG00000247400.3	DNAJC3-DT	1.713076	1.75449	1.923575	114	137	3010	3.787375415	4.551495017	423	288	 gene_name DNAJC3-AS1	 cmp_ref T097797
ENSG00000234493.1	RHOXF1P1	1.1412658	0.0251905	0.4663457	29	28	772	3.756476684	3.626943005	425	365	 gene_name GS1-421I3.2	 cmp_ref T379414
ENSG00000228705.1	LINC00659	0.21623071	0.05416733	0.02865737	20	12	540	3.703703704	2.222222222	432	570	 gene_name LINC00659	 cmp_ref T222030
ENSG00000239335.4	LLPH-DT	1.1330667	0.5409821	0.5522223	23	14	623	3.691813804	2.247191011	434	565	 gene_name LLPH-AS1	 cmp_ref T081543
ENSG00000261188.1		1.830249	1.274845	1.518616	75	121	2032	3.690944882	5.954724409	435	207	 gene_name CTA-445C9.14	 cmp_ref T231378
ENSG00000261188.1		1.830249	1.274845	1.518616	75	121	2032	3.690944882	5.954724409	435	207	 gene_name CTA-445C9.14	 cmp_ref T231379
ENSG00000260081.1		2.4073824	0.9647635	1.4274164	29	10	787	3.684879288	1.27064803	436	876	 gene_name RP11-66N11.8	 cmp_ref T382194
ENSG00000260081.1		2.4073824	0.9647635	1.4274164	29	10	787	3.684879288	1.27064803	436	876	 gene_name RP11-66N11.8	 cmp_ref T382197
ENSG00000224614.1	TNK2-AS1	0.955293	0.6970376	1.5726302	77	27	2096	3.673664122	1.288167939	437	867	 gene_name TNK2-AS1	 cmp_ref T258183
ENSG00000261840.2		1.2189333	0.5923922	1.0198142	42	29	1148	3.658536585	2.526132404	439	505	 gene_name RP11-146F11.1	 cmp_ref T130371
ENSG00000277559.1		1.57022	1.53591	1.511501	53	40	1458	3.635116598	2.743484225	443	472	 gene_name RP11-434E6.4	 cmp_ref T132685
ENSG00000240211.1		1.0730898	0.3762308	0.8924098	11	7	303	3.630363036	2.310231023	444	545	 gene_name RP11-758P17.3	 cmp_ref T329663
ENSG00000260274.1		0.729249	1.024743	1.212282	51	41	1430	3.566433566	2.867132867	451	447	 gene_name RP11-817O13.8	 cmp_ref T119861
ENSG00000239911.2	PRKAG2-AS1	10.163625	3.561234	6.790702	41	41	1163	3.525365434	3.525365434	455	375	 gene_name PRKAG2-AS1	 cmp_ref T336139
ENSG00000239911.2	PRKAG2-AS1	10.163625	3.561234	6.790702	41	41	1163	3.525365434	3.525365434	455	375	 gene_name PRKAG2-AS1	 cmp_ref T336138
ENSG00000239911.2	PRKAG2-AS1	10.163625	3.561234	6.790702	41	41	1163	3.525365434	3.525365434	455	375	 gene_name PRKAG2-AS1	 cmp_ref T336139
ENSG00000239911.2	PRKAG2-AS1	10.163625	3.561234	6.790702	41	41	1163	3.525365434	3.525365434	455	375	 gene_name PRKAG2-AS1	 cmp_ref T336138
ENSG00000272913.1		1.426152	2.392477	2.384244	56	52	1594	3.513174404	3.262233375	456	398	 gene_name RP11-440D17.3	 cmp_ref T194169
ENSG00000273210.1		0.5346101	0.2394931	0.3932988	16	15	456	3.50877193	3.289473684	457	395	 gene_name AP001437.1	 cmp_ref T225891
ENSG00000233922.2	LINC01694	0.27119012	0.03343335	0.08270838	237	118	6810	3.480176211	1.732745962	461	679	 gene_name AL133493.2	 cmp_ref T228074
ENSG00000232098.3		3.312323	1.229297	1.352912	118	80	3417	3.453321627	2.341235001	463	535	 gene_name CTD-2619J13.14	 cmp_ref T182500
ENSG00000232098.3		3.312323	1.229297	1.352912	118	80	3417	3.453321627	2.341235001	463	535	 gene_name CTD-2619J13.14	 cmp_ref T182499
ENSG00000232098.3		3.312323	1.229297	1.352912	118	80	3417	3.453321627	2.341235001	463	535	 gene_name CTD-2619J13.14	 cmp_ref T182500
ENSG00000232098.3		3.312323	1.229297	1.352912	118	80	3417	3.453321627	2.341235001	463	535	 gene_name CTD-2619J13.14	 cmp_ref T182499
ENSG00000236617.2		0.8352021	0.4897841	0.7951434	19	11	555	3.423423423	1.981981982	467	615	 gene_name RP11-46H11.12	 cmp_ref T090462
ENSG00000246451.2		1.9298147	0.582645	0.6712746	48	21	1404	3.418803419	1.495726496	468	768	 gene_name RP11-894P9.1	 cmp_ref T111171
ENSG00000265205.1		0.2399869	0.2004096	0.1750759	17	3	499	3.406813627	0.601202405	470	1403	 gene_name AC010761.13	 cmp_ref T144655
ENSG00000233621.1	LINC01137	3.399509	5.771521	7.465203	47	57	1395	3.369175627	4.086021505	474	316	 gene_name LINC01137	 cmp_ref T008163
ENSG00000228201.1		2.4150566	0.2992754	0.7386788	13	7	389	3.341902314	1.799485861	477	664	 gene_name AL022341.3	 cmp_ref T124367
ENSG00000273669.1		0.3382221	0.1313503	0.2139487	22	13	663	3.318250377	1.960784314	479	619	 gene_name RP11-405M12.4	 cmp_ref T164165
ENSG00000231663.1	COA6-AS1	2.870593	1.893029	2.652248	19	19	575	3.304347826	3.304347826	482	393	 gene_name RP5-827C21.4	 cmp_ref T033089
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164137
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164132
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164133
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164136
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164137
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164132
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164133
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164136
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164137
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164132
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164133
ENSG00000264247.1	LINC00909	1.662825	1.925915	1.613557	122	174	3742	3.260288616	4.649919829	489	278	 gene_name LINC00909	 cmp_ref T164136
ENSG00000253669.3	GASAL1	0.7246642	0.2898476	0.2475714	92	57	2829	3.25203252	2.014846235	490	609	 gene_name KB-1732A1.1	 cmp_ref T348880
ENSG00000261431.1		0.5495599	0.1585751	0.6680865	6	11	187	3.20855615	5.882352941	497	212	 gene_name RP4-616B8.4	 cmp_ref T217687
ENSG00000253948.1		6.397389	2.734738	3.378956	12	7	380	3.157894737	1.842105263	500	652	 gene_name RP11-410L14.2	 cmp_ref T348280
ENSG00000242622.1		0.8026709	0.2630842	0.3843348	69	61	2194	3.144940747	2.780309936	502	463	 gene_name RP11-18H7.1	 cmp_ref T248959
ENSG00000260279.2		1.2299826	0.4198867	0.5175416	16	2	517	3.094777563	0.386847195	507	1833	 gene_name AC137932.5	 cmp_ref T138631
ENSG00000260279.2		1.2299826	0.4198867	0.5175416	16	2	517	3.094777563	0.386847195	507	1833	 gene_name AC137932.5	 cmp_ref T138629
ENSG00000260279.2		1.2299826	0.4198867	0.5175416	16	2	517	3.094777563	0.386847195	507	1833	 gene_name AC137932.5	 cmp_ref T138631
ENSG00000260279.2		1.2299826	0.4198867	0.5175416	16	2	517	3.094777563	0.386847195	507	1833	 gene_name AC137932.5	 cmp_ref T138629
ENSG00000259826.1		0.4832094	0.4393814	0.4455965	69	55	2234	3.08863026	2.461951656	509	516	 gene_name RP11-467D6.1	 cmp_ref T322083
ENSG00000272081.1		0.7550974	0.4401414	0.4677661	15	13	494	3.036437247	2.631578947	515	488	 gene_name CTD-2376I4.2	 cmp_ref T284111
ENSG00000236081.1	ELFN1-AS1	7.3789569	0.1757073	1.4879158	30	37	989	3.033367037	3.741152679	516	352	 gene_name ELFN1-AS1	 cmp_ref T317389
ENSG00000236081.1	ELFN1-AS1	7.3789569	0.1757073	1.4879158	30	37	989	3.033367037	3.741152679	516	352	 gene_name ELFN1-AS1	 cmp_ref T317383
ENSG00000182057.4	OGFRP1	0.7384256	0.1678067	0.2856148	43	36	1451	2.963473467	2.481047553	528	510	 gene_name OGFRP1	 cmp_ref T234591
ENSG00000267414.1		0.7271795	0.9321296	0.6722129	61	16	2065	2.953995157	0.774818402	531	1208	 gene_name RP11-456K23.1	 cmp_ref T161469
ENSG00000254064.1		0.5057812	0.4439804	0.3759171	15	14	515	2.912621359	2.718446602	537	476	 gene_name CTD-2530N21.4	 cmp_ref T340297
ENSG00000273145.1		1.471918	1.525627	1.704458	35	46	1207	2.89975145	3.811101906	541	342	 gene_name CITF22-92A6.1	 cmp_ref T235314
ENSG00000248008.2	NRAV	5.744632	2.587617	2.531932	55	27	1901	2.893214098	1.420305103	542	799	 gene_name DYNLL1-AS1	 cmp_ref T087683
ENSG00000267213.4		0.8007461	0.5619838	0.916802	28	24	972	2.880658436	2.469135802	544	514	 gene_name AC007773.2	 cmp_ref T172931
ENSG00000263843.1		0.4707077	0.2143042	0.2197953	72	67	2527	2.849228334	2.651365255	549	484	 gene_name RP11-649A18.12	 cmp_ref T154290
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162546
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162543
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162551
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162546
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162543
ENSG00000267284.1		0.024572367	0.008722811	0.01532448	35	14	1231	2.843216897	1.137286759	550	954	 gene_name RP11-397A16.1	 cmp_ref T162551
ENSG00000277449.1	CEBPB-AS1	0.3539866	0.5859412	0.4322451	75	45	2648	2.832326284	1.69939577	552	696	 gene_name CEBPB-AS1	 cmp_ref T219677
ENSG00000273164.1	DGCR10	0.25861457	0.03052444	0.08306362	14	3	495	2.828282828	0.606060606	553	1397	 gene_name DGCR10	 cmp_ref T229047
ENSG00000272092.1		0.623804	0.3151175	0.3666536	31	47	1098	2.823315118	4.280510018	554	309	 gene_name RP11-350N15.5	 cmp_ref T342256
ENSG00000275005.1		0.1944026	0.1064551	0.2568612	16	7	568	2.816901408	1.232394366	555	902	 gene_name RP11-234G16.5	 cmp_ref T050938
ENSG00000189419.6	SPATA41	0.1938234	0.3066693	0.2079342	58	49	2093	2.771141902	2.341137124	558	536	 gene_name SPATA41	 cmp_ref T123508
ENSG00000238117.1		6.4817398	0.7561608	3.1290436	14	5	509	2.750491159	0.982318271	560	1051	 gene_name AP004372.1	 cmp_ref T070651
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317145
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317151
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317129
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317145
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317151
ENSG00000229043.2		2.37731	1.03868	1.192713	55	59	2002	2.747252747	2.947052947	561	435	 gene_name AC091729.9	 cmp_ref T317129
ENSG00000241269.1		4.695347	0.566701	0.9974396	16	6	583	2.744425386	1.02915952	563	1018	 gene_name AC093620.5	 cmp_ref T317943
ENSG00000271646.1		1.353487	1.56691	1.648842	68	93	2503	2.716739912	3.71554135	567	355	 gene_name RP11-326I11.3	 cmp_ref T275585
ENSG00000260651.1		0.35927793	0.0483107	0.06663637	13	3	479	2.713987474	0.626304802	569	1378	 gene_name AF213884.2	 cmp_ref T268803
ENSG00000241180.1		0.158627824	0.007444431	0.018715246	12	4	443	2.708803612	0.902934537	571	1115	 gene_name RP11-54O7.2	 cmp_ref T000122
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127669
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127668
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127672
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127669
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127668
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127672
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127669
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127668
ENSG00000262454.1	MIR193BHG	0.7870574	0.5476947	0.3470079	20	11	741	2.699055331	1.484480432	573	772	 gene_name RP11-65J21.3	 cmp_ref T127672
ENSG00000261141.1		0.3026862	0.2736588	0.3401469	16	9	593	2.698145025	1.517706577	574	761	 gene_name RP11-303E16.5	 cmp_ref T136856
ENSG00000228801.5		1.9218903	0.9044785	1.1571902	55	98	2055	2.676399027	4.768856448	577	268	 gene_name RP11-110G21.1	 cmp_ref T343748
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169449
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169450
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169451
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169449
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169450
ENSG00000267169.1		0.6153726	0.3885635	0.3778112	85	24	3186	2.667922159	0.753295669	579	1220	 gene_name CTB-55O6.12	 cmp_ref T169451
ENSG00000255139.1		0.5555157	0.5827973	0.6990563	20	13	760	2.631578947	1.710526316	586	690	 gene_name AP000442.1	 cmp_ref T059334
ENSG00000246089.3		0.984375	1.041431	1.023765	76	67	2934	2.590320382	2.283571915	595	552	 gene_name RP11-115C21.2	 cmp_ref T338060
ENSG00000251676.1	SNHG27	0.07755606	0.006652134	0.02152561	31	14	1198	2.587646077	1.168614357	596	937	 gene_name RP11-614F17.2	 cmp_ref T271388
ENSG00000251676.1	SNHG27	0.07755606	0.006652134	0.02152561	31	14	1198	2.587646077	1.168614357	596	937	 gene_name RP11-614F17.2	 cmp_ref T271392
ENSG00000251676.1	SNHG27	0.07755606	0.006652134	0.02152561	31	14	1198	2.587646077	1.168614357	596	937	 gene_name RP11-614F17.2	 cmp_ref T271388
ENSG00000251676.1	SNHG27	0.07755606	0.006652134	0.02152561	31	14	1198	2.587646077	1.168614357	596	937	 gene_name RP11-614F17.2	 cmp_ref T271392
ENSG00000231789.2	PIK3CD-AS2	1.0115212	1.3871369	0.8117989	24	18	939	2.555910543	1.916932907	598	633	 gene_name RP11-558F24.4	 cmp_ref T002820
ENSG00000251867.3		1.217883	1.101049	1.431072	27	27	1059	2.549575071	2.549575071	600	498	 gene_name RP11-48B3.5	 cmp_ref T346676
ENSG00000253369.1		5.8139165	0.3909276	2.1590096	15	23	594	2.525252525	3.872053872	605	335	 gene_name RP11-1081M5.1	 cmp_ref T343905
ENSG00000230513.1	THAP7-AS1	0.6527728	0.8455599	0.7874174	75	87	2975	2.521008403	2.924369748	608	438	 gene_name THAP7-AS1	 cmp_ref T229819
ENSG00000260231.1	KDM7A-DT	3.606682	1.891749	2.623649	60	79	2380	2.521008403	3.319327731	608	389	 gene_name JHDM1D-AS1	 cmp_ref T334335
ENSG00000228606.1		0.7522515	0.663233	1.0590721	14	4	557	2.513464991	0.718132855	612	1252	 gene_name RP11-574F21.2	 cmp_ref T023456
ENSG00000259985.1		0.6519552	0.7612273	0.9757083	29	16	1169	2.48075278	1.368691189	618	820	 gene_name RP11-549B18.1	 cmp_ref T160541
ENSG00000258099.1	ATXN2-AS	1.0211122	0.4087447	0.9342468	12	4	485	2.474226804	0.824742268	621	1167	 gene_name RP11-686G8.2	 cmp_ref T086540
ENSG00000259065.1		1.658417	2.272384	2.196236	17	12	688	2.470930233	1.744186047	622	676	 gene_name RP5-1021I20.1	 cmp_ref T107169
ENSG00000259065.1		1.658417	2.272384	2.196236	17	12	688	2.470930233	1.744186047	622	676	 gene_name RP5-1021I20.1	 cmp_ref T107171
ENSG00000259065.1		1.658417	2.272384	2.196236	17	12	688	2.470930233	1.744186047	622	676	 gene_name RP5-1021I20.1	 cmp_ref T107169
ENSG00000259065.1		1.658417	2.272384	2.196236	17	12	688	2.470930233	1.744186047	622	676	 gene_name RP5-1021I20.1	 cmp_ref T107171
ENSG00000245556.2	SCAMP1-AS1	3.033966	4.225979	4.134622	44	51	1792	2.455357143	2.845982143	627	452	 gene_name SCAMP1-AS1	 cmp_ref T284698
ENSG00000259863.1	SH3RF3-AS1	0.6628704	0.482019	0.3379588	39	31	1604	2.431421446	1.932668329	631	628	 gene_name SH3RF3-AS1	 cmp_ref T196520
ENSG00000277383.1		1.2725543	0.2383886	0.6403351	14	10	582	2.405498282	1.718213058	637	686	 gene_name CTD-3001H11.2	 cmp_ref T177966
ENSG00000226645.1		0.49087187	0.03539743	0.03786299	10	12	419	2.386634845	2.863961814	641	449	 gene_name AP006216.10	 cmp_ref T067939
ENSG00000277232.2	GTSE1-DT	0.1157533	0.3455248	0.3222987	36	30	1518	2.371541502	1.976284585	644	617	 gene_name GTSE1-AS1	 cmp_ref T235484
ENSG00000277232.2	GTSE1-DT	0.1157533	0.3455248	0.3222987	36	30	1518	2.371541502	1.976284585	644	617	 gene_name GTSE1-AS1	 contained_in ENST00000623117.1
ENSG00000277232.2	GTSE1-DT	0.1157533	0.3455248	0.3222987	36	30	1518	2.371541502	1.976284585	644	617	 gene_name GTSE1-AS1	 cmp_ref T235484
ENSG00000277232.2	GTSE1-DT	0.1157533	0.3455248	0.3222987	36	30	1518	2.371541502	1.976284585	644	617	 gene_name GTSE1-AS1	 contained_in ENST00000623117.1
ENSG00000258676.4		0.06508001	0.06470229	0.19754619	52	15	2194	2.370100273	0.683682771	646	1303	 gene_name RP11-386M24.3	 cmp_ref T122397
ENSG00000269961.1		0.5782667	0.458877	0.5376945	12	1	507	2.366863905	0.197238659	647	2575	 gene_name CTD-2033C11.1	 cmp_ref T283383
ENSG00000246263.2	UBR5-AS1	2.364869	1.855123	3.007993	55	82	2355	2.335456476	3.481953291	658	378	 gene_name KB-431C1.4	 cmp_ref T348768
ENSG00000246263.2	UBR5-AS1	2.364869	1.855123	3.007993	55	82	2355	2.335456476	3.481953291	658	378	 gene_name KB-431C1.4	 cmp_ref T348773
ENSG00000246263.2	UBR5-AS1	2.364869	1.855123	3.007993	55	82	2355	2.335456476	3.481953291	658	378	 gene_name KB-431C1.4	 cmp_ref T348768
ENSG00000246263.2	UBR5-AS1	2.364869	1.855123	3.007993	55	82	2355	2.335456476	3.481953291	658	378	 gene_name KB-431C1.4	 cmp_ref T348773
ENSG00000253395.1		2.0411328	0.3041491	0.5618408	10	17	430	2.325581395	3.953488372	662	324	 gene_name KB-1460A1.1	 cmp_ref T348596
ENSG00000247796.2		0.6489017	1.1371166	0.9529408	73	119	3194	2.285535379	3.725735755	669	354	 gene_name CTD-2366F13.1	 cmp_ref T282192
ENSG00000247796.2		0.6489017	1.1371166	0.9529408	73	119	3194	2.285535379	3.725735755	669	354	 gene_name CTD-2366F13.1	 cmp_ref T282193
ENSG00000247796.2		0.6489017	1.1371166	0.9529408	73	119	3194	2.285535379	3.725735755	669	354	 gene_name CTD-2366F13.1	 cmp_ref T282191
ENSG00000235204.1		0.5566962	0.3539124	0.3867234	7	4	308	2.272727273	1.298701299	672	861	 gene_name RP11-121A14.2	 cmp_ref T366258
ENSG00000234694.1		1.8009444	0.9602085	1.2858541	15	9	661	2.269288956	1.361573374	675	825	 gene_name RP1-92O14.3	 cmp_ref T009407
ENSG00000272716.1		0.3591617	0.1578974	0.2270024	16	11	712	2.247191011	1.54494382	680	748	 gene_name RP11-563N4.1	 cmp_ref T187376
ENSG00000230337.1	EXOSC10-AS1	0.7755719	0.3028227	0.6121474	12	11	536	2.23880597	2.052238806	684	596	 gene_name RP4-635E18.6	 cmp_ref T003066
ENSG00000270419.1	CAHM	0.8483321	0.2358	0.4014292	20	34	896	2.232142857	3.794642857	685	345	 gene_name CAHM	 cmp_ref T314886
ENSG00000228661.1		0.3217695	0.4819384	0.650119	11	10	494	2.226720648	2.024291498	690	606	 gene_name AC090587.5	 cmp_ref T053647
ENSG00000234636.2	MED14OS	0.3832433	0.4908225	0.4541623	20	12	900	2.222222222	1.333333333	691	838	 gene_name MED14OS	 cmp_ref T373441
ENSG00000274818.1		0.6081368	0.8104624	0.8490243	10	11	455	2.197802198	2.417582418	698	526	 gene_name RP1-292L20.3	 cmp_ref T106748
ENSG00000228549.3		0.25803478	0.09563742	0.03503636	65	67	2963	2.193722578	2.261221735	700	560	 gene_name RP11-108M9.3	 cmp_ref T004295
ENSG00000228549.3		0.25803478	0.09563742	0.03503636	65	67	2963	2.193722578	2.261221735	700	560	 gene_name RP11-108M9.3	 contained_in ENST00000438002.1
ENSG00000228549.3		0.25803478	0.09563742	0.03503636	65	67	2963	2.193722578	2.261221735	700	560	 gene_name RP11-108M9.3	 cmp_ref T004295
ENSG00000228549.3		0.25803478	0.09563742	0.03503636	65	67	2963	2.193722578	2.261221735	700	560	 gene_name RP11-108M9.3	 contained_in ENST00000438002.1
ENSG00000275874.1	PICSAR	0.60443106	0.03178929	0.13027523	16	15	733	2.182810368	2.04638472	703	599	 gene_name LINC00162	 cmp_ref T227878
ENSG00000260000.2		0.8368618	0.6927255	0.6319979	33	17	1517	2.175346078	1.120632828	705	962	 gene_name RP3-467N11.1	 cmp_ref T308677
ENSG00000223343.1		0.4424343	0.2422642	0.3158798	17	20	782	2.173913043	2.557544757	706	497	 gene_name RP13-131K19.2	 cmp_ref T242354
ENSG00000236975.1		0.2287371	0.4601626	0.3977131	13	3	599	2.170283806	0.500834725	707	1567	 gene_name RP5-1065P14.2	 cmp_ref T032438
ENSG00000204792.2	LINC01291	0.7273792	0.5071491	0.5798955	90	48	4176	2.155172414	1.149425287	708	944	 gene_name LINC01291	 cmp_ref T192271
ENSG00000251363.2	LINC02315	0.16185721	0.06400949	0.11501052	15	16	696	2.155172414	2.298850575	708	550	 gene_name RP11-129M6.1	 cmp_ref T103391
ENSG00000272848.1		0.2845791	0.2965868	0.2201058	14	4	650	2.153846154	0.615384615	710	1387	 gene_name RP1-137D17.2	 cmp_ref T316033
